id,reviews,price,stars,yelp_category,state
294934058,3292,2.99,3,3,Business
295430577,8932,4.99,4.5,4.5,Education
295646461,495626,0,3.5,3.5,Weather
295759189,812,0.99,3,3,Lifestyle
295775656,1583,2.99,3.5,3.5,Lifestyle
296581815,113936,0,4.5,4.5,Food & Drink
297244048,2027,4.99,4,4,Entertainment
297332787,768,3.99,4,4,Education
297368629,373835,0,4,4,Health & Fitness
297430070,108131,0,3,3,Shopping
297606726,18943,0.99,3.5,3.5,Games
297606951,126312,0,3.5,3.5,Shopping
297694601,35735,4.99,4,4,Games
298127110,410,4.99,3,3,Utilities
298206806,1390,12.99,4.5,4.5,Music
298596830,38,0,3.5,3.5,Music
298867247,233270,0,4.5,4.5,Finance
299029654,64,21.99,4.5,4.5,Reference
299515267,109349,0,3.5,3.5,Food & Drink
299853944,2229,0,3.5,3.5,News
299949744,14970,1.99,3.5,3.5,Navigation
300048137,144214,0,3.5,3.5,Weather
300238550,232940,0,4,4,Finance
300255638,48407,0,3,3,News
300265786,5531,0.99,3.5,3.5,Utilities
300590611,3393,1.99,4,4,Education
300704847,65016,0,3.5,3.5,Utilities
301387274,187529,0.99,4,4,Entertainment
301521403,33969,0,3.5,3.5,Health & Fitness
301724680,48822,0,3.5,3.5,Finance
302049354,59155,1.99,4.5,4.5,Games
302584613,252076,0,3.5,3.5,Book
303058767,4913,1.99,4,4,Games
303191318,1744,0,3.5,3.5,Finance
303337299,16567,0.99,4.5,4.5,Games
303849934,187315,0,2,2,Games
304731501,4781,2.99,4.5,4.5,Music
304770340,94,3.99,4.5,4.5,Games
304871603,29554,0.99,4,4,Photo & Video
304871622,32988,0.99,4,4,Games
304878510,373519,0,3.5,3.5,Social Networking
305343404,334293,0,4,4,Social Networking
305557780,2302,1.99,3.5,3.5,Photo & Video
305939712,60659,0,3,3,Social Networking
306169895,2562,2.99,4,4,Games
306257910,3042,4.99,3.5,3.5,Finance
306375551,338,0.99,2.5,2.5,Weather
306468004,16434,2.99,4.5,4.5,Health & Fitness
306561234,10046,2.99,4.5,4.5,Health & Fitness
306621789,29107,0,3,3,News
306628397,878,1.99,4,4,Games
306937053,1140,0.99,3.5,3.5,Games
307132353,35074,2.99,4.5,4.5,Games
307184892,59639,0,3,3,Sports
307219387,2913,4.99,4,4,Health & Fitness
307354030,39722,0,3,3,Photo & Video
307386350,81006,0,3.5,3.5,Entertainment
307569751,53465,0,3.5,3.5,Games
307727765,395261,0.99,4.5,4.5,Games
307741537,2021,1.99,4.5,4.5,Utilities
307764057,182,0,3,3,Entertainment
307906541,291787,0,4,4,Entertainment
308111628,2441,1.99,4,4,Utilities
308339980,1372,0.99,4,4,Games
308368164,773,249.99,4,4,Education
308750436,200047,0,4,4,Reference
308834491,112,0,3.5,3.5,News
309025938,148160,0,4.5,4.5,Sports
309172177,108507,0,3,3,Utilities
309187846,46,0,3,3,Entertainment
309465525,51427,0,4,4,Photo & Video
309527804,53821,0.99,3.5,3.5,Games
309735670,38681,0,4,4,Business
310303959,17776,0.99,4,4,Games
310633997,287589,0,4.5,4.5,Social Networking
310636441,7308,2.99,4,4,Productivity
310738695,342969,0,4.5,4.5,Lifestyle
310951782,6093,4.99,4,4,Games
311466554,5452,4.99,4.5,4.5,Games
311548709,43064,0,3,3,Finance
311762416,64,0,4.5,4.5,Music
311785642,220,0,4.5,4.5,Productivity
311972587,114096,0,4.5,4.5,Games
312220102,1296,9.99,4,4,Productivity
312266675,1293,2.99,4,4,Travel
312325565,19946,0,4,4,Finance
312343159,88613,0,4,4,Entertainment
313199385,107727,0.99,3.5,3.5,Games
314303518,21416,0.99,4.5,4.5,Games
314506629,533,2.99,4,4,Games
314652382,32650,2.99,3.5,3.5,Music
314716233,164963,0,3.5,3.5,Social Networking
314819528,141,1.99,3,3,Weather
314855255,80424,0,4,4,Shopping
314864297,17190,0.99,4,4,Games
315021242,7973,0.99,4,4,Games
316025912,19621,2.99,4,4,Games
316227296,7315,3.99,4,4,Games
316391924,118,0,3,3,News
317469184,290996,0,3.5,3.5,Sports
317809458,2785,3.99,4,4,Travel
317904170,54408,6.99,3.5,3.5,Games
318304532,8138,9.99,4,4,Games
318592730,123190,0,3,3,Education
318639200,23810,0.99,3.5,3.5,Games
319204550,54192,0,4,4,Sports
319284643,20953,0,4,4,Sports
319295332,71609,9.99,4.5,4.5,Music
319740707,32881,0,3.5,3.5,News
319881193,23201,0,2.5,2.5,Social Networking
320029256,17906,0,3,3,Shopping
320279293,927,74.99,3.5,3.5,Navigation
320300350,18920,1.99,3.5,3.5,Games
320596872,30,0.99,3,3,Finance
320599923,77,0,3,3,Finance
320606217,104539,0,4.5,4.5,Health & Fitness
320636131,4016,0.99,4,4,Photo & Video
320650307,299,1.99,4,4,Food & Drink
321369231,5758,1.99,4,4,Games
321756558,5565,0,4.5,4.5,Games
322423174,213092,0.99,3.5,3.5,Games
322439990,150158,0,4.5,4.5,Weather
322523436,6046,4.99,4,4,Games
323229106,345046,0,4.5,4.5,Navigation
323242790,35930,0.99,3.5,3.5,Games
323438913,22557,0.99,4,4,Games
324266640,292,0.99,3,3,Sports
324684580,878563,0,4.5,4.5,Music
324887734,22,0,3.5,3.5,Food & Drink
325462190,10472,0,3.5,3.5,Sports
325658560,115,0,4,4,News
325683306,13915,1.99,4.5,4.5,Weather
325954996,6780,1.99,4,4,Games
325962257,1701,7.99,4,4,Productivity
326082487,6,1.99,3.5,3.5,Health & Fitness
326161564,19,0,3,3,Utilities
326574411,3483,4.99,4.5,4.5,Medical
326876192,2838,0,3,3,Photo & Video
326885152,117889,0,3,3,Entertainment
326979430,50710,0.99,3.5,3.5,Games
327193945,3960,2.99,4.5,4.5,Weather
327243363,24258,0,3,3,Entertainment
327455869,37522,0,4,4,Sports
327630330,49578,0,3.5,3.5,Productivity
328011357,626,0.99,4,4,Entertainment
328205875,9286,1.99,4,4,Games
328415391,190670,0,3.5,3.5,Sports
329127297,2429,19.99,4.5,4.5,Navigation
329174056,0,3.99,0,0,Finance
329541503,12811,0,3.5,3.5,Navigation
329670577,32338,1.99,4,4,Photo & Video
329703516,262,4.99,4,4,Games
329887910,9657,0.99,4.5,4.5,Games
329981776,18332,2.99,4.5,4.5,Games
330376830,53620,0,4,4,Health & Fitness
330803072,38533,0.99,2.5,2.5,Photo & Video
331004675,40,0.99,3.5,3.5,Food & Drink
331177703,472,1.99,4,4,Games
331177714,303856,0,4.5,4.5,Food & Drink
331259725,2070,0,2.5,2.5,Sports
331271904,7941,2.99,4,4,Games
331308914,136833,0,3.5,3.5,Health & Fitness
331786748,112886,0,3.5,3.5,News
331804452,26353,0,3.5,3.5,Shopping
332568551,171055,0,3,3,Entertainment
333180061,4540,2.99,4,4,Games
333206289,1926,0,3,3,Lifestyle
333246187,14345,3.99,4,4,News
333263435,1340,4.99,4.5,4.5,Lifestyle
333710667,31912,3.99,4.5,4.5,Business
333903271,354058,0,3.5,3.5,News
334235181,248,0,4,4,Travel
334256223,11691,0,3.5,3.5,News
334264405,381,1.99,3,3,Entertainment
334503000,18884,0,4,4,Entertainment
334989259,7410,2.99,4,4,Reference
335029050,15175,1.99,4,4,Games
335047649,3166,0.99,4,4,Business
335364882,88885,0,4.5,4.5,Shopping
335545504,882,9.99,5,5,Games
335709058,1729,3.99,4,4,Lifestyle
335744614,43682,0,3.5,3.5,Sports
335862325,861,0.99,2,2,Entertainment
335875911,7469,0,3.5,3.5,Health & Fitness
335989871,4186,0,3.5,3.5,Shopping
336141475,4885,0,3.5,3.5,Entertainment
336347946,3970,4.99,4,4,Games
336353151,135744,0,4,4,Music
336435697,18841,0,4,4,Social Networking
336477530,1438,3.99,4,4,Navigation
336599882,10298,0,4.5,4.5,Health & Fitness
336683524,1842,0.99,3.5,3.5,Productivity
336689375,2548,1.99,4,4,Education
336834650,319,0.99,3,3,Games
336860594,34507,0,3.5,3.5,Shopping
337021781,26482,0.99,3.5,3.5,Games
337056601,273,0,3,3,News
337288863,8331,2.99,4,4,Music
337402021,17023,0.99,4,4,Games
337462979,1101,4.99,4,4,Games
337571576,1193,0.99,4,4,Games
337710261,35,0,2.5,2.5,Sports
337866370,4088,1.99,4,4,Games
338057689,63943,4.99,4,4,Games
338137227,70286,0,3,3,Shopping
338761996,1150,0,2.5,2.5,Business
338828953,54630,0,2.5,2.5,Shopping
339440515,98777,0,3,3,Entertainment
339462921,649,0.99,4,4,Photo & Video
339532909,60236,0,3,3,Entertainment
340368403,115,0,3.5,3.5,Food & Drink
340769953,26732,0.99,4,4,Games
340779800,2722,1.99,4.5,4.5,Shopping
341036067,11013,0,3.5,3.5,Shopping
341232718,507706,0,4.5,4.5,Health & Fitness
341329033,397,0,4.5,4.5,Travel
341691394,196,9.99,4,4,Productivity
341776037,24553,3.99,4,4,News
342115564,12557,2.99,3.5,3.5,Photo & Video
342138881,26227,0,4,4,Music
342548956,28388,4.99,5,5,Business
342602105,282,2.99,4,4,Health & Fitness
342699962,19296,0.99,4,4,Games
342792525,183425,0,4.5,4.5,Entertainment
343200656,824451,0,4.5,4.5,Games
343555245,512,0,3.5,3.5,Travel
343638336,315,2.99,3.5,3.5,Lifestyle
343889987,268,0,3.5,3.5,Travel
344065205,438,1.99,4.5,4.5,Games
344176018,187,0,3.5,3.5,Navigation
344186162,15142,4.99,4,4,Games
344542975,30552,0,3,3,Travel
345445479,9744,2.99,3.5,3.5,Games
345542655,13482,0,4.5,4.5,Education
346184215,17516,0,3.5,3.5,Finance
346453382,186653,0,3.5,3.5,Games
346513173,10031,0.99,4,4,Entertainment
346997126,81,0,3,3,Entertainment
347310316,9854,0.99,4,4,Games
347393479,1093,2.99,4,4,Travel
347400507,4475,2.99,4.5,4.5,Health & Fitness
347411942,9405,2.99,4,4,Games
347418999,2417,1.99,4.5,4.5,Health & Fitness
347803339,2923,0.99,4.5,4.5,Business
348530331,8657,2.99,3.5,3.5,Entertainment
348543978,70,0.99,2,2,Photo & Video
348684697,162,0,4,4,News
349079731,5,0.99,4,4,Lifestyle
349276209,12354,0.99,4,4,Games
349442137,269,0,3,3,Social Networking
350480010,0,3.99,0,0,Book
350642635,426463,0.99,5,5,Games
350962117,7265,0,3.5,3.5,Social Networking
351091731,844,0,4,4,Lifestyle
351184863,101,0,4,4,Entertainment
351331194,34428,0,4.5,4.5,Social Networking
351707231,36946,1.99,4.5,4.5,Games
351727428,21090,0,4.5,4.5,Finance
351939099,653,2.99,4.5,4.5,Games
351986992,1118,3.99,4.5,4.5,Education
352000376,348,1.99,4,4,Productivity
352041837,207,1.99,3.5,3.5,Utilities
352199775,5000,0,4.5,4.5,Health & Fitness
352247139,15188,3.99,4.5,4.5,Health & Fitness
352509417,18572,0,4.5,4.5,News
352670055,6403,4.99,4.5,4.5,Games
352683833,417779,0,4.5,4.5,Shopping
353372460,9,4.99,5,5,Education
353573707,107,0.99,2.5,2.5,Entertainment
353603279,72,1.99,2,2,Lifestyle
353642901,2044,2.99,3.5,3.5,Games
353665650,16683,0,3.5,3.5,Sports
354051766,1455,0.99,3,3,Games
354655665,15056,4.99,4,4,Games
354850853,249,0.99,4.5,4.5,Photo & Video
354972939,6091,7.99,4,4,Games
354974729,2754,7.99,4,4,Games
355524910,9870,4.99,4.5,4.5,Games
355554941,82602,0,4,4,Music
355709084,0,7.99,0,0,Travel
355940964,762,1.99,4,4,Education
356618664,160,1.99,4,4,Education
356968629,9,0,3,3,Shopping
357218860,260965,0,4,4,Social Networking
357404131,2305,1.99,4,4,Photo & Video
357421934,137,4.99,4,4,Travel
357467791,11999,0,4,4,Entertainment
357577420,1995,1.99,4.5,4.5,Photo & Video
357828853,35045,2.99,4.5,4.5,Music
358055270,343,0.99,4,4,Entertainment
358207332,1824,1.99,4,4,Entertainment
359891723,39642,0,4,4,Sports
359917414,679055,0,4.5,4.5,Games
360593530,17594,9.99,4,4,Productivity
361231506,3531,1.99,4,4,Games
362179828,1080,3.99,3.5,3.5,Education
362348516,11421,0,4,4,Finance
362949845,698516,1.99,4.5,4.5,Games
363201632,4497,3.99,4,4,Entertainment
363282253,163598,0.99,5,5,Games
363306776,39678,9.99,3.5,3.5,Games
363317633,1809,8.99,4.5,4.5,Productivity
363360636,624,4.99,3.5,3.5,Navigation
363448251,3761,2.99,4.5,4.5,Photo & Video
363451838,353,3.99,4,4,Weather
363486802,6503,4.99,4.5,4.5,Education
363486833,71,0.99,3,3,Games
363590051,308844,0,3.5,3.5,Entertainment
363738376,3909,9.99,4.5,4.5,Music
363992049,308,2.99,4.5,4.5,Utilities
363998953,11156,9.99,4.5,4.5,Productivity
364017607,8542,4.99,4.5,4.5,Photo & Video
364159440,5853,4.99,3.5,3.5,Games
364165557,1506,1.99,4,4,Games
364183992,1649,0,3.5,3.5,Social Networking
364191819,78890,0,3,3,Entertainment
364204209,2147,3.99,4,4,Games
364234221,89110,0,4.5,4.5,Games
364252504,208648,0,4,4,Weather
364267763,856,1.99,2.5,2.5,Entertainment
364500115,7825,3.99,4.5,4.5,Productivity
364502063,7033,9.99,4,4,Business
364733950,4255,1.99,4,4,Reference
364738545,3230,5.99,4.5,4.5,Utilities
364740856,54175,0,4.5,4.5,Reference
364762290,308,4.99,4,4,Education
364899325,2602,0.99,3,3,Games
364901807,29110,0,4.5,4.5,Productivity
364904019,273,1.99,3.5,3.5,Reference
365152940,15654,0,4.5,4.5,Photo & Video
365235835,189,0,2.5,2.5,Entertainment
365724094,829,0.99,4.5,4.5,Navigation
366195670,663,8.99,5,5,Photo & Video
366247306,359832,0,4.5,4.5,Games
366562751,9011,0,3.5,3.5,Entertainment
366626332,17667,4.99,4.5,4.5,Health & Fitness
366869252,65450,0,4,4,Book
367003839,31261,0,4.5,4.5,Travel
367242040,9885,0.99,4,4,Games
367287593,11091,0,3,3,Entertainment
367623543,132703,0,4,4,News
367706767,286,4.99,2.5,2.5,Travel
368494609,12683,0,4,4,Utilities
368677368,49466,0,3,3,Travel
368948250,168,0,4,4,Productivity
369111608,114,6.99,4,4,Book
369266386,2798,2.99,4.5,4.5,Weather
369692259,62,0,3.5,3.5,Entertainment
369820957,1756,9.99,4,4,Business
369838631,511,3.99,4.5,4.5,Health & Fitness
369849199,2609,0.99,3.5,3.5,Games
